CustomerID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
12449.0,Belgium,22,4,4067.29,3,3,4,334,10,Big Spenders
12450.0,Spain,156,2,197.88,1,2,1,121,4,Almost Lost
12451.0,Switzerland,11,5,9035.52,4,3,4,434,11,Big Spenders
12452.0,Switzerland,17,2,430.57,4,2,2,422,8,Others
12453.0,Austria,134,1,707.09,2,1,3,213,6,Big Spenders
12454.0,Spain,56,1,3528.34,2,1,4,214,7,Big Spenders
12455.0,Cyprus,73,6,2466.86,2,4,4,244,10,Big Spenders
12456.0,Switzerland,44,3,3181.04,3,3,4,334,10,Big Spenders
12457.0,Switzerland,66,7,2363.23,2,4,4,244,10,Big Spenders
12458.0,Switzerland,71,2,947.4,2,2,3,223,7,Big Spenders
12461.0,Switzerland,94,2,826.88,2,2,3,223,7,Big Spenders
12462.0,Spain,19,2,1189.59,3,2,3,323,8,Big Spenders
12463.0,Belgium,53,4,1344.78,2,3,3,233,8,Big Spenders
12464.0,Belgium,10,8,1212.05,4,4,3,443,11,Loyal Customers
12465.0,Belgium,17,2,742.1899999999999,4,2,3,423,9,Big Spenders
12468.0,Germany,188,2,729.5400000000001,1,2,3,123,6,Big Spenders
12471.0,Germany,2,30,19824.05,4,4,4,444,12,Best Customers
12472.0,Germany,32,7,6572.11,3,4,4,344,11,Big Spenders
12473.0,Germany,29,5,3938.5499999999997,3,3,4,334,10,Big Spenders
12474.0,Germany,17,18,7375.79,4,4,4,444,12,Best Customers
12475.0,Germany,54,1,723.38,2,1,3,213,6,Big Spenders
12476.0,Germany,16,11,6816.42,4,4,4,444,12,Best Customers
12477.0,Germany,23,6,13219.74,3,4,4,344,11,Big Spenders
12478.0,Greece,4,1,680.99,4,1,3,413,8,Big Spenders
12479.0,Germany,11,1,527.2,4,1,2,412,7,Big Spenders
12480.0,Germany,28,4,3281.63,3,3,4,334,10,Big Spenders
12481.0,Germany,23,10,5596.32,3,4,4,344,11,Best Customers
12483.0,Sweden,17,8,2484.98,4,4,4,444,12,Loyal Customers
12484.0,Spain,33,6,4541.72,3,4,4,344,11,Big Spenders
12488.0,France,10,3,1298.66,4,3,3,433,10,Big Spenders
12489.0,France,336,1,334.93,1,1,2,112,4,Almost Lost
12490.0,France,5,10,5417.93,4,4,4,444,12,Best Customers
12491.0,France,39,1,460.40000000000003,3,1,2,312,6,Others
12492.0,Germany,63,2,263.21000000000004,2,2,1,221,5,Others
12493.0,France,166,2,433.74,1,2,2,122,5,Almost Lost
12494.0,France,16,7,1246.1000000000001,4,4,3,443,11,Big Spenders
12497.0,Germany,82,1,1043.1,2,1,3,213,6,Big Spenders
12498.0,Germany,21,3,403.70000000000005,3,3,2,332,8,Others
12500.0,Germany,23,11,4257.82,3,4,4,344,11,Best Customers
12501.0,Germany,337,1,2169.39,1,1,4,114,6,Big Spenders
12502.0,Spain,96,5,3723.87,2,3,4,234,9,Big Spenders
12504.0,Germany,18,2,482.04999999999995,4,2,2,422,8,Others
12506.0,France,233,1,73.5,1,1,1,111,3,Almost Lost
12507.0,Spain,134,3,1304.81,2,3,3,233,8,Big Spenders
12508.0,France,26,2,398.27,3,2,2,322,7,Others
12509.0,France,284,1,176.5,1,1,1,111,3,Almost Lost
12510.0,Spain,143,2,982.5699999999999,1,2,3,123,6,Big Spenders
12512.0,Israel,66,2,138.03,2,2,1,221,5,Others
12513.0,France,113,1,612.29,2,1,2,212,5,Big Spenders
12514.0,Italy,267,1,1017.68,1,1,3,113,5,Big Spenders
12515.0,Italy,353,1,383.7,1,1,2,112,4,Almost Lost
12516.0,Germany,78,2,1312.06,2,2,3,223,7,Big Spenders
12517.0,Germany,28,5,2502.84,3,3,4,334,10,Big Spenders
12518.0,Germany,1,5,2056.89,4,3,4,434,11,Big Spenders
12519.0,Germany,64,1,340.84,2,1,2,212,5,Others
12520.0,Germany,79,5,2634.26,2,3,4,234,9,Big Spenders
12521.0,Germany,143,1,599.68,1,1,2,112,4,Big Spenders
12522.0,Germany,39,2,192.72,3,2,1,321,6,Others
12523.0,France,19,11,1789.77,3,4,4,344,11,Best Customers
12524.0,Germany,9,8,4485.72,4,4,4,444,12,Loyal Customers
12526.0,Germany,1,3,1316.66,4,3,3,433,10,Big Spenders
12527.0,Germany,82,3,348.71000000000004,2,3,2,232,7,Others
12528.0,Germany,9,6,1933.48,4,4,4,444,12,Big Spenders
12530.0,Germany,60,4,1662.28,2,3,4,234,9,Big Spenders
12531.0,Germany,15,1,125.22,4,1,1,411,6,Others
12532.0,France,30,1,349.83000000000004,3,1,2,312,6,Others
12534.0,Germany,131,1,1089.18,2,1,3,213,6,Big Spenders
12535.0,France,92,2,716.35,2,2,3,223,7,Big Spenders
12536.0,France,43,3,12601.830000000002,3,3,4,334,10,Big Spenders
12538.0,Spain,29,1,363.95,3,1,2,312,6,Others
12539.0,Spain,22,4,5568.35,3,3,4,334,10,Big Spenders
12540.0,Spain,20,17,13400.24,3,4,4,344,11,Best Customers
12541.0,Spain,30,3,981.18,3,3,3,333,9,Big Spenders
12544.0,Spain,36,1,372.7,3,1,2,312,6,Others
12545.0,Spain,75,2,1000.39,2,2,3,223,7,Big Spenders
12546.0,Spain,47,2,1161.5,3,2,3,323,8,Big Spenders
12547.0,Spain,198,2,207.79999999999998,1,2,1,121,4,Almost Lost
12548.0,Spain,166,1,95.19999999999999,1,1,1,111,3,Almost Lost
12550.0,Spain,79,1,964.83,2,1,3,213,6,Big Spenders
12551.0,Spain,358,1,168.0,1,1,1,111,3,Almost Lost
12552.0,Italy,39,2,437.82,3,2,2,322,7,Others
12553.0,France,8,10,3692.28,4,4,4,444,12,Best Customers
12556.0,Spain,50,2,603.71,3,2,2,322,7,Big Spenders
12557.0,Spain,16,5,11990.960000000001,4,3,4,434,11,Big Spenders
12558.0,USA,8,1,269.96,4,1,1,411,6,Others
12559.0,Germany,311,2,561.71,1,2,2,122,5,Big Spenders
12560.0,Germany,5,3,2134.01,4,3,4,434,11,Big Spenders
12561.0,Germany,303,1,238.85,1,1,1,111,3,Almost Lost
12562.0,France,8,7,3781.7400000000002,4,4,4,444,12,Big Spenders
12564.0,France,261,1,456.9,1,1,2,112,4,Almost Lost
12565.0,Saudi Arabia,289,1,145.92,1,1,1,111,3,Almost Lost
12566.0,Germany,86,1,351.65,2,1,2,212,5,Others
12567.0,France,23,10,9401.28,3,4,4,344,11,Best Customers
12569.0,Germany,2,32,4124.69,4,4,4,444,12,Best Customers
12571.0,France,40,2,519.61,3,2,2,322,7,Big Spenders
12572.0,Germany,9,2,1020.42,4,2,3,423,9,Big Spenders
12573.0,France,227,1,160.54000000000002,1,1,1,111,3,Almost Lost
12574.0,France,316,1,218.45,1,1,1,111,3,Almost Lost
12576.0,Poland,36,5,1315.83,3,3,3,333,9,Big Spenders
12577.0,France,35,3,657.8,3,3,2,332,8,Big Spenders
12578.0,Italy,21,2,2794.51,3,2,4,324,9,Big Spenders
12579.0,France,78,1,440.42,2,1,2,212,5,Others
12580.0,Germany,247,1,415.7,1,1,2,112,4,Almost Lost
12581.0,Germany,40,1,197.71,3,1,1,311,5,Others
12582.0,Finland,239,2,511.36,1,2,2,122,5,Big Spenders
12583.0,France,3,15,7281.38,4,4,4,444,12,Best Customers
12584.0,Italy,4,9,2338.15,4,4,4,444,12,Loyal Customers
12585.0,Germany,234,2,2040.1,1,2,4,124,7,Big Spenders
12586.0,Italy,17,1,196.94000000000003,4,1,1,411,6,Others
12587.0,Finland,8,1,144.0,4,1,1,411,6,Others
12588.0,Finland,39,1,214.89999999999998,3,1,1,311,5,Others
12589.0,France,29,2,646.68,3,2,2,322,7,Big Spenders
12590.0,Germany,211,2,9864.26,1,2,4,124,7,Big Spenders
12591.0,Italy,317,1,452.84999999999997,1,1,2,112,4,Almost Lost
12592.0,Germany,92,2,437.6,2,2,2,222,6,Almost Lost
12593.0,France,109,3,418.09999999999997,2,3,2,232,7,Others
12594.0,Italy,38,10,3338.2200000000003,3,4,4,344,11,Loyal Customers
12596.0,Spain,51,2,618.27,3,2,2,322,7,Big Spenders
12597.0,Spain,19,4,3811.22,3,3,4,334,10,Big Spenders
12598.0,France,10,8,3023.08,4,4,4,444,12,Loyal Customers
12599.0,France,29,7,1032.58,3,4,3,343,10,Big Spenders
12600.0,Germany,29,10,2599.04,3,4,4,344,11,Loyal Customers
12601.0,Germany,190,5,577.0600000000001,1,3,2,132,6,Big Spenders
12602.0,France,59,1,153.12,2,1,1,211,4,Others
12603.0,Germany,22,1,739.1999999999999,3,1,3,313,7,Big Spenders
12604.0,France,79,2,254.18,2,2,1,221,5,Others
12607.0,USA,60,1,1579.51,2,1,3,213,6,Big Spenders
12609.0,Germany,78,3,1126.85,2,3,3,233,8,Big Spenders
12610.0,Italy,23,5,2099.54,3,3,4,334,10,Big Spenders
12611.0,Italy,52,1,1193.32,2,1,3,213,6,Big Spenders
12612.0,Germany,74,1,704.0400000000001,2,1,3,213,6,Big Spenders
12613.0,Germany,57,5,3344.38,2,3,4,234,9,Big Spenders
12614.0,Germany,278,1,315.6,1,1,2,112,4,Almost Lost
12615.0,France,2,4,2291.19,4,3,4,434,11,Big Spenders
12616.0,France,95,2,713.3,2,2,3,223,7,Big Spenders
12617.0,France,29,1,355.53,3,1,2,312,6,Others
12618.0,Italy,22,1,177.31,3,1,1,311,5,Others
12619.0,Germany,16,9,3641.24,4,4,4,444,12,Loyal Customers
12620.0,France,15,3,1339.41,4,3,3,433,10,Big Spenders
12621.0,Germany,2,20,13689.67,4,4,4,444,12,Best Customers
12622.0,Germany,232,1,180.1,1,1,1,111,3,Almost Lost
12623.0,Germany,276,1,305.1,1,1,1,111,3,Almost Lost
12624.0,France,106,2,641.13,2,2,2,222,6,Big Spenders
12625.0,Germany,212,2,2683.82,1,2,4,124,7,Big Spenders
12626.0,Germany,23,9,6620.48,3,4,4,344,11,Loyal Customers
12627.0,Germany,11,7,4478.53,4,4,4,444,12,Big Spenders
12628.0,Germany,4,3,786.46,4,3,3,433,10,Big Spenders
12630.0,Finland,10,2,1270.88,4,2,3,423,9,Big Spenders
12631.0,Finland,57,1,640.5,2,1,2,212,5,Big Spenders
12633.0,Germany,59,4,2163.98,2,3,4,234,9,Big Spenders
12635.0,Germany,90,2,1689.18,2,2,4,224,8,Big Spenders
12637.0,France,67,8,6021.9,2,4,4,244,10,Loyal Customers
12638.0,Sweden,33,1,671.69,3,1,2,312,6,Big Spenders
12639.0,Sweden,239,1,486.1,1,1,2,112,4,Almost Lost
12640.0,France,24,3,1174.58,3,3,3,333,9,Big Spenders
12641.0,Sweden,115,1,185.9,2,1,1,211,4,Almost Lost
12642.0,Germany,25,3,1013.26,3,3,3,333,9,Big Spenders
12643.0,France,128,6,3344.64,2,4,4,244,10,Big Spenders
12644.0,Germany,130,1,477.91,2,1,2,212,5,Almost Lost
12645.0,Germany,34,4,1775.18,3,3,4,334,10,Big Spenders
12646.0,USA,5,2,1346.97,4,2,3,423,9,Big Spenders
12647.0,Germany,22,12,3722.82,3,4,4,344,11,Best Customers
12648.0,Germany,155,1,318.05,1,1,2,112,4,Almost Lost
12649.0,Germany,107,3,623.51,2,3,2,232,7,Big Spenders
12650.0,France,3,1,314.44,4,1,2,412,7,Others
12651.0,France,335,1,114.0,1,1,1,111,3,Almost Lost
12652.0,France,331,1,919.98,1,1,3,113,5,Big Spenders
12653.0,Israel,149,2,2209.85,1,2,4,124,7,Big Spenders
12654.0,Germany,11,5,601.98,4,3,2,432,9,Big Spenders
12656.0,France,17,5,4051.17,4,3,4,434,11,Big Spenders
12657.0,France,11,4,1643.18,4,3,3,433,10,Big Spenders
12658.0,Germany,19,1,686.05,3,1,3,313,7,Big Spenders
12659.0,France,30,1,91.68,3,1,1,311,5,Others
12660.0,France,11,1,245.1,4,1,1,411,6,Others
12662.0,Germany,1,11,3849.78,4,4,4,444,12,Best Customers
12664.0,Finland,8,9,4881.88,4,4,4,444,12,Loyal Customers
12665.0,Germany,325,1,63.0,1,1,1,111,3,Almost Lost
12667.0,Finland,58,1,620.13,2,1,2,212,5,Big Spenders
12668.0,Germany,12,4,3807.15,4,3,4,434,11,Big Spenders
12669.0,France,151,3,2744.0299999999997,1,3,4,134,8,Big Spenders
12670.0,France,10,5,2996.05,4,3,4,434,11,Big Spenders
12672.0,France,330,1,225.89999999999998,1,1,1,111,3,Almost Lost
12673.0,Germany,5,2,610.52,4,2,2,422,8,Big Spenders
12674.0,France,39,4,1970.6,3,3,4,334,10,Big Spenders
12676.0,Sweden,25,6,1331.39,3,4,3,343,10,Big Spenders
12678.0,France,42,12,17628.46,3,4,4,344,11,Loyal Customers
12679.0,France,59,4,1113.02,2,3,3,233,8,Big Spenders
12680.0,France,1,4,862.81,4,3,3,433,10,Big Spenders
12681.0,France,15,22,13787.54,4,4,4,444,12,Best Customers
12682.0,France,4,31,12288.22,4,4,4,444,12,Best Customers
12683.0,France,4,15,8476.57,4,4,4,444,12,Best Customers
12684.0,France,8,7,2283.63,4,4,4,444,12,Big Spenders
12685.0,France,28,6,2863.08,3,4,4,344,11,Big Spenders
12686.0,France,372,1,89.14,1,1,1,111,3,Almost Lost
12688.0,Israel,114,1,4873.8099999999995,2,1,4,214,7,Big Spenders
12689.0,France,26,2,1247.61,3,2,3,323,8,Big Spenders
12690.0,France,206,1,389.01,1,1,2,112,4,Almost Lost
12691.0,France,28,6,1035.8,3,4,3,343,10,Big Spenders
12693.0,Germany,127,4,855.91,2,3,3,233,8,Big Spenders
12694.0,France,70,2,869.67,2,2,3,223,7,Big Spenders
12695.0,France,7,4,582.1,4,3,2,432,9,Big Spenders
12697.0,Sweden,29,3,957.59,3,3,3,333,9,Big Spenders
12700.0,France,8,4,4939.99,4,3,4,434,11,Big Spenders
12701.0,Germany,80,2,797.71,2,2,3,223,7,Big Spenders
12702.0,Germany,20,1,219.0,3,1,1,311,5,Others
12703.0,Germany,71,1,283.55,2,1,1,211,4,Others
12704.0,Finland,7,8,2340.84,4,4,4,444,12,Loyal Customers
12705.0,Germany,15,9,6868.29,4,4,4,444,12,Loyal Customers
12707.0,France,292,1,603.42,1,1,2,112,4,Big Spenders
12708.0,Germany,30,10,2712.91,3,4,4,344,11,Loyal Customers
12709.0,Germany,15,15,9736.52,4,4,4,444,12,Best Customers
12710.0,Germany,97,3,1149.02,2,3,3,233,8,Big Spenders
12712.0,Germany,29,13,4396.13,3,4,4,344,11,Loyal Customers
12713.0,Germany,1,1,848.55,4,1,3,413,8,Big Spenders
12714.0,France,9,5,4708.86,4,3,4,434,11,Big Spenders
12715.0,Sweden,106,1,353.86,2,1,2,212,5,Almost Lost
12716.0,France,4,2,1053.49,4,2,3,423,9,Big Spenders
12717.0,Greece,151,2,1030.98,1,2,3,123,6,Big Spenders
12718.0,France,71,1,238.25,2,1,1,211,4,Others
12719.0,France,5,2,644.95,4,2,2,422,8,Big Spenders
12720.0,Germany,3,25,5781.73,4,4,4,444,12,Best Customers
12721.0,France,32,6,2656.13,3,4,4,344,11,Big Spenders
12722.0,France,85,4,997.63,2,3,3,233,8,Big Spenders
12723.0,France,4,5,725.07,4,3,3,433,10,Big Spenders
12724.0,France,5,4,1031.41,4,3,3,433,10,Big Spenders
12725.0,Italy,371,1,427.8,1,1,2,112,4,Almost Lost
12726.0,France,28,7,2609.1,3,4,4,344,11,Big Spenders
12727.0,France,11,7,3980.7,4,4,4,444,12,Big Spenders
12728.0,France,71,4,836.33,2,3,3,233,8,Big Spenders
12729.0,France,114,1,453.01,2,1,2,212,5,Almost Lost
12731.0,France,24,12,18895.91,3,4,4,344,11,Best Customers
12732.0,France,180,1,236.26000000000002,1,1,1,111,3,Almost Lost
12733.0,USA,234,1,383.95,1,1,2,112,4,Almost Lost
12734.0,France,353,1,110.39999999999999,1,1,1,111,3,Almost Lost
12735.0,France,315,2,779.5699999999999,1,2,3,123,6,Big Spenders
12736.0,France,333,1,234.0,1,1,1,111,3,Almost Lost
12738.0,Germany,372,1,155.35,1,1,1,111,3,Almost Lost
12739.0,United Arab Emirates,78,2,1013.04,2,2,3,223,7,Big Spenders
12740.0,France,64,1,427.6,2,1,2,212,5,Others
12743.0,Unspecified,134,2,546.43,2,2,2,222,6,Big Spenders
12744.0,Singapore,52,7,21279.29,2,4,4,244,10,Big Spenders
12747.0,United Kingdom,2,11,4196.01,4,4,4,444,12,Best Customers
12748.0,United Kingdom,1,210,33719.73,4,4,4,444,12,Best Customers
12749.0,United Kingdom,4,5,4090.88,4,3,4,434,11,Big Spenders
12750.0,Poland,129,1,275.88,2,1,1,211,4,Almost Lost
12752.0,Norway,81,1,4366.78,2,1,4,214,7,Big Spenders
12753.0,Japan,23,6,21429.39,3,4,4,344,11,Big Spenders
12754.0,Japan,236,3,3010.74,1,3,4,134,8,Big Spenders
12755.0,Japan,281,2,3811.95,1,2,4,124,7,Big Spenders
12756.0,Japan,87,1,112.07999999999998,2,1,1,211,4,Others
12757.0,Portugal,16,13,7857.1,4,4,4,444,12,Best Customers
12758.0,Portugal,117,2,2791.59,2,2,4,224,8,Big Spenders
12759.0,Netherlands,52,3,1531.44,2,3,3,233,8,Big Spenders
12762.0,Portugal,8,2,1898.52,4,2,4,424,10,Big Spenders
12763.0,Japan,138,2,494.08,2,2,2,222,6,Almost Lost
12764.0,Lebanon,317,1,1693.88,1,1,4,114,6,Big Spenders
12766.0,Portugal,4,7,6989.63,4,4,4,444,12,Big Spenders
12769.0,Brazil,239,1,1143.6,1,1,3,113,5,Big Spenders
12770.0,Japan,211,1,1351.45,1,1,3,113,5,Big Spenders
12772.0,Portugal,60,1,892.47,2,1,3,213,6,Big Spenders
12775.0,Netherlands,17,5,1386.04,4,3,3,433,10,Big Spenders
12778.0,Netherlands,20,6,822.23,3,4,3,343,10,Big Spenders
12779.0,Poland,38,8,3981.36,3,4,4,344,11,Loyal Customers
12781.0,Czech Republic,64,2,826.74,2,2,3,223,7,Big Spenders
12782.0,Portugal,5,5,2330.92,4,3,4,434,11,Big Spenders
12783.0,Portugal,2,6,2225.91,4,4,4,444,12,Big Spenders
12784.0,Portugal,9,2,574.42,4,2,2,422,8,Big Spenders
12785.0,Portugal,364,1,311.95,1,1,2,112,4,Almost Lost
12787.0,Netherlands,10,3,463.66,4,3,2,432,9,Others
12789.0,Netherlands,65,1,91.85,2,1,1,211,4,Others
12790.0,Netherlands,192,1,324.92,1,1,2,112,4,Almost Lost
12791.0,Netherlands,374,1,192.60000000000002,1,1,1,111,3,Almost Lost
12792.0,Portugal,257,1,400.53999999999996,1,1,2,112,4,Almost Lost
12793.0,Portugal,335,2,545.48,1,2,2,122,5,Big Spenders
12794.0,Portugal,53,2,860.41,2,2,3,223,7,Big Spenders
12795.0,Portugal,19,1,430.48,3,1,2,312,6,Others
12797.0,Portugal,366,1,254.03,1,1,1,111,3,Almost Lost
12798.0,Japan,10,3,6977.04,4,3,4,434,11,Big Spenders
12802.0,Netherlands,187,1,427.58,1,1,2,112,4,Almost Lost
12808.0,Portugal,37,3,483.65000000000003,3,3,2,332,8,Others
12809.0,Portugal,178,1,489.31,1,1,2,112,4,Almost Lost
12811.0,Portugal,261,3,514.85,1,3,2,132,6,Big Spenders
12812.0,Japan,45,1,229.64000000000001,3,1,1,311,5,Others
12814.0,Poland,102,1,125.92,2,1,1,211,4,Almost Lost
12815.0,Poland,148,2,1063.46,1,2,3,123,6,Big Spenders
12816.0,Poland,96,2,572.2,2,2,2,222,6,Big Spenders
12817.0,Austria,281,1,166.04,1,1,1,111,3,Almost Lost
12818.0,Austria,262,1,1542.08,1,1,3,113,5,Big Spenders
12820.0,United Kingdom,3,4,942.34,4,3,3,433,10,Big Spenders
12821.0,United Kingdom,214,1,92.72,1,1,1,111,3,Almost Lost
12822.0,United Kingdom,71,2,948.88,2,2,3,223,7,Big Spenders
12823.0,United Kingdom,75,5,1759.5,2,3,4,234,9,Big Spenders
12824.0,United Kingdom,60,1,397.12,2,1,2,212,5,Others
12826.0,United Kingdom,3,7,1474.72,4,4,3,443,11,Big Spenders
12827.0,United Kingdom,6,3,430.15000000000003,4,3,2,432,9,Others
12828.0,United Kingdom,3,6,1018.71,4,4,3,443,11,Big Spenders
12829.0,United Kingdom,337,2,293.0,1,2,1,121,4,Almost Lost
12830.0,United Kingdom,38,6,6814.64,3,4,4,344,11,Big Spenders
12831.0,United Kingdom,262,1,215.05,1,1,1,111,3,Almost Lost
12832.0,United Kingdom,32,2,383.03,3,2,2,322,7,Others
12833.0,United Kingdom,145,1,417.38,1,1,2,112,4,Almost Lost
12834.0,United Kingdom,283,1,312.38,1,1,2,112,4,Almost Lost
12836.0,United Kingdom,59,4,2612.86,2,3,4,234,9,Big Spenders
12837.0,United Kingdom,173,1,134.1,1,1,1,111,3,Almost Lost
12838.0,United Kingdom,34,2,683.13,3,2,3,323,8,Big Spenders
12839.0,United Kingdom,3,14,5591.42,4,4,4,444,12,Best Customers
12840.0,United Kingdom,144,4,2726.77,1,3,4,134,8,Big Spenders
12841.0,United Kingdom,5,25,4022.35,4,4,4,444,12,Best Customers
12842.0,United Kingdom,70,2,1118.99,2,2,3,223,7,Big Spenders
12843.0,United Kingdom,66,8,1702.26,2,4,4,244,10,Loyal Customers
12844.0,United Kingdom,29,2,325.96000000000004,3,2,2,322,7,Others
12845.0,United Kingdom,267,4,354.09,1,3,2,132,6,Lost Customers
12847.0,United Kingdom,22,1,871.54,3,1,3,313,7,Big Spenders
12849.0,United Kingdom,31,2,1050.8899999999999,3,2,3,323,8,Big Spenders
12851.0,United Kingdom,97,1,135.18,2,1,1,211,4,Almost Lost
12852.0,United Kingdom,295,1,311.55,1,1,2,112,4,Almost Lost
12853.0,United Kingdom,135,6,1957.1000000000001,2,4,4,244,10,Big Spenders
